"porn?
empty/1"	"unnatural?
empty/1"	"lang correct?
0/1"	text_show	id
			"İCRA başçısı qadınları təbrik etdi FOTOLAR 8 Mart Beynəlxalq Qadınlar bayramı münasibəti ilə Nəsimi rayon İcra Hakimiyyəti tərəfindən bayram tədbiri təşkil edilib. AzerTaym.az xəbər verir ki, rayonun ictimai-siyasi həyatında fəal iştirak edən dövlət, elm və təhsil, səhiyyə, mədəniyyət və digər sahələrdə çalışan, həmçinin bir çox ictimai təşkilat və birliklərə rəhbərlik edən qadınların iştirakı ilə keçirilən tədbiri Nəsimi rayon İcra Hakimiyyətinin Başçısı Asif Əsgərov açaraq iştirakçıları bayram
..........
serti ilə başa çatıb. 8 Mart Beynəlxalq Qadınlar bayramı münasibəti ilə Nəsimi rayon İcra Hakimiyyəti tərəfindən bayram tədbiri təşkil edilib. AzerTaym.az xəbər verir ki, rayonun ictimai-siyasi həyatında fəal iştirak edən dövlət, elm və təhsil, səhiyyə, mədəniyyət və digər sahələrdə çalışan, həmçinin bir çox ictimai təşkilat və birliklərə rəhbərlik edən qadınların iştirakı ilə keçirilən tədbiri Nəsimi rayon İcra Hakimiyyətinin Başçısı Asif Əsgərov açaraq iştirakçıları bayram münasibəti ilə təbri"	ca78977e190cfc830779f4c11d0f688f
			"NEXUS şirkəti Ultranote adlı yeni nəsil noutbuku istehlakçılara təqdim etdi. NEXUS UltraNote noutbuku ən son İntel Ultrabook texnologiyası ilə hazırlanmış və dünyada ən nazik noutbuklar sinfinə daxildir. Artıq 10-cu ilini qeyd etməyə hazırlaşan Azərbaycan brendi NEXUS şirkəti bazara yeni məhsul təqdim etdi. 1 ildən çoxdur ki, şirkət tərəfindən istehsal olunan milli premium Azpad planşetlərin nəslindən yeni, müasir tələblərə uyğun və istehlakçıların tələbatlarını ödəyən 7 düymlük “AzPad Mini i7S”
..........
qeydiyyatı olmaqla şəxsiyyət vəsiqəsinin surətini və iş yerindən arayış təqdim etmək kifayətdir. NEXUS-dan yeni aksiya! 500 manatdan yuxarı alınan hər noutbuk və personal kompüterə EuroSEL-dən internet paket hədiyyə! İnternet paketə 1 aylıq 2Mbps ADSL internet, D-Link modem və pulsuz qoşulma xidməti daxildir. Aksiya iyun ayının 30-a kimi davam edəcək. Mart ayının 10-dan aprelin 30-a kimi istənilən NEXUS modelli noutbukunu servis mərkəzinə gətirin və yeni noutbuk alın. Ətraflı məlumat üçün 440 72"	bafd3d989421c4bd46723df28f5af385
			"Ərzaq təhlükəsizliyi dünyada sülhün, sabitliyin və davamlılığın təmini üçün vacibdir Bakı. Ərzaq təhlükəsizliyi və kənd yerlərinin inkişafı dünyada sülhün, sabitliyin və davamlılığın təmin edilməsi üçün vacib amildir. Bu sözləri Heydər Əliyev Fondunun vitse-prezidenti, IDEA İctimai Birliyinin təsisçisi və rəhbəri, FAO-nun xoşməramlı səfiri Leyla Əliyeva Ümumdünya Ərzaq Gününə həsr olunan tədbirdə bildirib. Ümumdünya Ərzaq Gününün əhəmiyyətini vurğulayan Leyla Əliyeva bu sahədə mövcud problemləri
..........
ğa və kütləvi miqrasiyaya yol aça biləcəyini qeyd edib. FAO-nun xoşməramlı səfiri deyib ki, miqrasiya məcburi deyil, könüllü seçim olmalıdır və milyonlarla insanın öz yurdlarını tərk etməməsi üçün regionların inkişafına sərmayə qoyulmalıdır. Heydər Əliyev Fondunun vitse-prezidenti, həmçinin rəhbərlik etdiyi IDEA İctimai Birliyinin fəaliyyətindən, ötən altı ildə görülən işlərdən danışıb, ərzaq təhlükəsizliyi, ətraf mühitin qorunması və davamlı inkişaf üçün xüsusi əhəmiyyət kəsb edən layihələr bar"	bc0ec45219fbc1ff6a98c36f7afaa549
			İnternetdə pul qazanmağa hələ də inanmırsınız?Mən düzü bunun haqqında Azərbaycanda çox az adamın xəbər tutduğunu biləndə təəccübləndim.Qısası,sözü uzatmağa ehtiyac yoxdur,təklif etdiyim iş gündəlik internetdə 2 saat və daha artıq vaxt keçirənlər üçündür.Bu sistemdə nəsə satmaq,almaq,ödəniş etmək,riskə atmalı heç bir şey YOXDUR!Bəli,düzgün oxudunuz,pul qazanmaq üçün heç bir kapital qoymaq(işə başlamaq üçün pul ödəmək) lazım deyil.Sadəcə pulsuz qeyydiyyatdan keçirsiniz və reklamlara baxdığınıza görə sizə pul veriləcək.Ətraflı məlumat üçün bu sayta müraciət edə bilərsiniz:	0aa8e9c6b09fc52832782037fcfa2f65
			"- İyulun 11-də Mərkəzi Banka (MB) vəsaitlərin cəlb edilməsi üzrə 50 milyon manat həcmində keçirilmiş növbəti depozit hərracında tələb 45 milyon manat olub. Bu barədə MB-nin məlumatında deyilir. Hərracın nəticəsində bağlanılmış depozit əqdləri üzrə orta ölçülmüş faiz dərəcəsi 5,99 % təşkil edib. ""MB bundan sonra da pul siyasəti alətlərindən makroiqtisadi vəziyyətə uyğun olaraq istifadə edəcək"", – deyə bankdan bildirilib. Bundan öncə, iyunun 13-də MB ilk dəfə vəsaitlərin cəlb edilməsi üzrə hərrac keçirmişdi. Hərracda 150 milyon manat cəlb etmək nəzərdə tutulsa da, cəmi 129 milyon manat cəlb edilmişdi. 50 milyon manat həcmində keçirilmiş ikinci depozit hərracında tələb 98,5 milyon manat olmuşdu. Bankdan bildirirlər ki, MB bu yolla artıq pul kütləsini dövriyyədən çıxarır."	3c364fc49a0d57458b8a78983e8afee1
			Sinxron Tərcüməçilərinin Beynəlxalq Assosiasiyası Bir çox sinxron tərcüməçilər (müstəqil şəkildə, dövlətdə və beynəlxalq təşkilatlarda işləyənlər) Sinxron Tərcüməçilərin Beynəlxalq Assosiasiyasının üzvüdür. Bu assosiyasiya sinxron tərcüməçilərin yeganə beynəlxalq təşkilatıdır. 1953-cü ildə təsis edilib və 80-dən çox ölkədən 2600 peşəkar sinxron tərcüməçini öz ətrafında birləşdirir. Assosiyasiyanın məqsədi sinxron tərcümə sənətini təmsil etmək və bütün sinxron tərcüməçilər adından fəaliyyət göstərməkdir.	8572cf10c776093f55984e3671bbab10
			"ASAN xidmətin yanında Elektron Xidmətlərin Təşviqi üzrə İctimai Şuranın növbəti toplantısında arayışların elektronlaşdırılması və hüquqi tənzimlənməsi məsələləri müzakirə edildi 21.10.15 Bu gün Vətəndaşlara Xidmət və Sosial İnnovasiyalar Dövlət Agentliyi yanında Elektron Xidmətlərin Təşviqi üzrə İctimai Şuranın növbəti toplantısı keçirildi. Tədbirdə Azərbaycan İnternet Forumunun prezidenti Osman Gündüz, ASAN xidmətin şöbə müdiri Fariz Cəfərov, ""Elektron Hökumət” portalının Operatoru - Rabitə və 
..........
İş yerinə dair arayış - Vətəndaş haqqında ""Tələbə-Məzun” dövlət elektron məlumat sistemindən çıxarış - Ümumtəhsil məktəblərində çalışan pedaqoji və texniki heyətin iş yeri haqqında e-arayış - Ümumtəhsil məktəbləri şagirdlərinin təhsil aldıqları yer haqqında e-arayış - Turizm fəaliyyəti ilə məşğul olan fiziki və hüquqi şəxslərin lisenziyaları haqqında arayış Hazırda bir neçə yeni arayışların elektron versiyasının hazırlanması üzərində işlər aparılır və tezliklə istifadəyə veriləcək. Məruzəçi qeyd"	c52dd1297cc908040eb17eb23f55081e
			"Azərbaycan öz irsi və mənsubiyyəti ilə fəxr edir - ABŞ Prezidentinin müsəlman məsələləri üzrə müşaviri ""Azərbaycan zəngin mədəniyyətə və tarixə malikdir, Azərbaycan xalqı irsi və mənsubiyyəti ilə fəxr edir"", - Trend News-a müsahibəsində ABŞ Prezidenti Barak Obamanın müsəlman məsələləri üzrə müşaviri Dalia Mocahed deyib. Qərb və Şərq münasibətlərində Azərbaycandakı dini tolerantlığı formul kimi istifadə etməyə gəlincə Mocahed deyib ki, bir qərar hamı üçün qəbul edilən ola bilməz. ""Hər bir cəmiyyə
..........
isory Council on Faith-Based and Neighborhood Partnerships) üzvü Mocahed bildirib. Beynəlxalq dini tolerantlıq günü Azərbaycanda 1999-cu ildən qeyd olunur. Ölkə əhalisinin 96 faizini təşkil edən müsəlmanlarla yanaşı, respublikada xristian və yəhudilər də yaşayır. Azərbaycanda digər dini konfessiyalara qarşı tolerantlığı nəzərdə tutan ""Dini etiqad azadlığı haqqında"" qanun qəbul edilib. Beynəlxalq təşkilat və mütəxəssislərin hesabatlarına görə, Azərbaycan müxtəlif dini konfessiyalara malik bir çox"	6f5f17ad756029e58d69137d27eb0599
			"Hər beş körpədən üçü həyatının ilk saatında əmizdirilmir Yeni doğulan körpənin həyatının birinci saatında əmizdirilməsi onun sağ qalmasında həlledici rol oynayır. UNICEF ilə Dünya Səhiyyə Təşkilatının (DST) yeni məruzəsində açıqlanan hesablamalara görə, 78 milyon körpə, yaxud hər yeni doğulan beş körpədən üçü həyatının ilk saatında əmizdirilmir. Bu da onların ölməsi və xəstələnməsi riskini artırır, gələcəkdə ana südü ilə qidalanması ehtimalını isə azaldır. Belə körpələrin çoxu gəlir səviyyəsi aş
..........
na baxmayaraq, dünyaya yeni gələn və müxtəlif səbəblərə görə uzun müddət ana südü gözləyən körpələr həddindən artıq çoxdur. Körpələrin süni qidalandırılması, qadınların çoxunun Qeysər kəsiyi üsulu ilə doğmaq istəməsi hallarının çoxalması, ana və körpələrə göstərilən tibbi yardımın keyfiyyətinin yetərincə yüksək olmaması belə səbəblərdəndir. Məruzədə xatırlanan əvvəlki tədqiqatlar göstərir ki, doğulandan sonra bir saat ərzində ana südü əmən körpələrlə müqayisədə 2-23 saat sonra əmizdirilən körpəl"	590244c668c7da1d4f9f4505b5794534
			"Küçələr ""yeni podyum"" demek yanlış olmaz, Küçə dəbinə uyğun modellər təqdim edən markalar getdikcə çoxalır ... Hər sezon olduğu kimi, 2014 ILKBAHAR / yaz mövsümünə aid bir çox trend küçə modasınca yenidən formalaşdı. Önümüzdə bizleri gözləyən bahar ayları varkən 2014 də küçələrdə hansı modellər dəbdə olacaq baxmağa nə deyirsiniz?Crop Top 2014 bahar siyahısında Crop Tops yəni qısa üstləri zirvəyə yerləşdiyini söyləmək çətin deyil. Küçə modasının ən çox sahibləndiyi trendlerden biri olan Crop Top 
..........
in yanında ağ-qara naxışlı parçalarında bu mövsüm əhəmiyyətli bir yeri var.Midi Ətək Önümüzdəki bahar mövsümünün ən feminen parçaları arasında yer alan midi ətəklər də küçə modasının favoritidir ... Küçə modasında midi ətəklər, Sweatshirt'lərlə, qısa pencəklərlə, qısa üstlərlə və dəri pencəklərlə birlikdə geyilir. Pileli, çiçək naxışlı və pastel tonlarda midi ətəklər küçələrin hit parçaları arasında yer alır.Köynək və Köynək paltar 2014 bahar mövsümündə köynəklərin ayrı bir yeri var desək yeridi"	e57f6ca1c0c03f2acd55b807b554926c
			"Avtomobildə əsl rəqabət indi başlayır - münasib qiymətə 4x4 Fevral ayından başlayaraq Manatın Dollar qarşısında möhkəmlənməsi bir sıra idxal mallarını daha sərfəli edir. Dolların ucuzlaşması ilə qiymətləri aşağı düşən idxal mallarından biri də avtomobillərdir. Məsələn, ilin əvvəlində 18 min dollara təkilf edilən bir avtomobilin manatla ifadədə qiyməti 34 min AZN edirdisə, bu gün 30 min manatdır. Dolları 1.65 -1.68 manatdan banklara satmaqdansa, məsələn, ehtiyac varsa avtomobil almaq daha doğru q
..........
andığı yumşaq plastiki göstərmək olar. Hyundai Creta ən son trend texnologiyalara malikdir. “Start stop” düyməsilə işə salınan Creta-nın sükanındakı düymələr ilə telefon, bulutus (Bluetooth) və bort menyunu idarə etmək mümkündür. Avtomobilin “full” modeli dəri salona və dəri sükana malikdir. Əl izi ilə (Touch screen) idarə oluan ekran, iqlim nəzarəti (Climat Control ), ön oturacaqların isitilməsi Creta-dakı təchizatlardan bir neçəsidir. Creta ən vacib təhlükəsizlik avadanlıqları və sistemlərilə "	c1f24cffc41ca7424d1e60bd4d0ed62a
			"Torpaq və əmlak vergisindən əldə olunan milyonlar hara sərf olunur? PİA.AZ olaraq bələdiyyə seçkilərinə qısa müddət qaldığını nəzərə alaraq, bələdiyyələrin son 5 il müddətində gördükləri işlər, həmçinin yenidən öz namizədliyini irəli sürəcək bələdiyyə sədrləri və aparıcı bələdiyyə üzvlərinin gördükləri işlər və bələdiyələrin yol verdikləri korrupsiya faktları ilə bağlı oxucularımıza və seçicilərə davamlı məlumatlar verəcəyik. Hələ seçki günü elan olunmasa da, bir neçə aydan sonra seçkilərə start
..........
k vergisinin 225 min azn-dən 270 min azn arasında dəyişdiyini nəzərə alsaq, 2 milyon azn-dən artıq vəsait hara xərcləndiyi bu günə qədər sirrdir. Torpaq satışından əldə edilən gəlir isə fantastik mənimsəmə faktını ortaya qoyur. Biləcəri sakinləri iddia edir ki, Biləcəri qəsəbəsinin mərkəzində torpağın sotu 50-80 min dollar civarındadır. Bu barədə PİA-a məlumat verən mənbəmizin sözlərinə görə bələdiyyə sənədi ilə satılan torpağın sotu üçün 20-80 min azn pul alınır. Ancaq rəsmi sənədlərdə bu hər r"	86c3aaefd8116630a6235067bedd3ff0
			"Bakı. 24 avqust. REPORT.AZ/ Pakistanın paytaxtı İslamabadda Pakistan-Azərbay Azərbaycanın Pakistandakı səfirliyindən ""Report""a verilən məlumata görə, seminarı giriş sözü ilə Pakistan-Azərbay Seminarda əsas müzakirə mövzusu Azərbaycanın qədim yaşayış məskənləri olan Füzuli və Cəbrayıl rayonlarının 22 il əvvəl erməni silahlı qüvvələri tərəfindən işğal edilməsi və bu işğala beynəlxalq ictimaiyyətin, o cümlədən BMT-nin hələ də göz yumması müzakirə edilib. Qeyd edilib ki, Füzuli və Cəbrayıl rayonları
..........
əğmən hələ də işğal altındadır Seminarda çıxış edən digər natiqlər bildiriblər ki, erməni işğalı nəticəsində Fizuli və Cəbrayıl rayonlarının yaşayış məntəqələri, şəhərlər və kəndlər tamamilə dağıdılıb, yüz minlərlə insan öz torpaqlarından didərgin düşüb, on minlərlə insan torpaqları uğrunda mübarizə aparıb, minlərlə insan şəhid olub və yaralanıb. Daha sonra natiqlər öz çıxışlarında qeyd ediblər ki, hazırda Azərbaycanla Ermənistan arasında atəşkəs elan edilməsinə baxmayaraq, atəşkəs rejimi erməni"	bf4d8dd2d37efc090f09fae6d2e918ca
			"Valaxlar Valaxlar, Makedonyada və Rumıniyada yaşayan bir etnik qrup. Mündəricat Köçəbəlikləri[redaktə] Gələnəksəl uğraşları çobanlık olan və daha iyi otlak arayışları sonucunda Balkanlar və Doğu Avropaya çatan Valaxlara, bugün kıtanın kuzəyindəki Polşada bilə rastlamak mümkün. Kır hayatına olan bağlılıkları sayəsində Balkanlarda yüzyıllar boyunca sürən ətnik çatışmalardan çoğu zaman uzak kalan Valaxlar, bulundukları hər yərdə çoğunluk nüfusu ilə barış içində bir arada yaşıyor. Kökənləri[redaktə]
..........
dəki anlamıyla ""güzəl"" dəməktir. “kaçan” ruməli türkçəsində çok koşan anlamındadır. Karakaçanlar özləri aralarında bəzən birbirlərinə ""Valax"" dəməktədirlər. kəndini arama. Bu tarz çağrılmaları Yunanistanda gənəldir. ""Valhs"" yani Valaxların “Wallachs” Valəhlərlə arasında alaka yoktur. Karakaçanlar yörüklər gibi koyun güzərlərdir. Karakaçanlar için göçəbə koyunculuk tipik təmsil araçlarıdır. Doğa və doğallık və məra onlara özgüdür. Məra-gərəkçəsiylə farklı yərlərə - yaz aylarında dağların yüksək y"	0cdcb4a00febfaeedfcaf2dfcbdc38e2
			"Nazirin qohumu müəllimlərdən pul yığır - Ucarda Ucarın Məlikbalı kənd məktəbində maliyyə yoxlaması olub. Bu barədə rayondan xəbər daxil olub. Yoxlamadan sonra məktəbin direktoru Gülbəs Məmmədova müəllimlərdən maaşlarının 60%-ni tələb edib. Məlumatda deyilir ki, maliyyəni yola salmaq üçün xərci çıxdığını və ona görə onlardan istədiyini bildirib. İndi müəllimlər maaşlarını alır və 60% nə qədər edirsə o məbləği tamamlamağa çalışır. Mənbə bildirib: ""Qiymətlərin qalxıb milllətin çətin dolandığı və Cənab prezidentin yenicə bu kimi halların aradan qalxmağı üçün məmurlara müraciət elədiyi vaxtda məmur özbaşınalığını ictimailəşdirməyi xahiş edirəm. Ucar rayon Təhsil idarəsinin rəisi Fuad İsrafilov nəqliyyat naziri Ziya Məmmədovun qardaşının yaxın dostudur. Gülbəs Məmmədova nazirin uzaq qohumudur”. rublika.az Facebook-da paylaş"	f3bbe6ee49a6926dbb77bfb30c6390b1
			Köşə yazarları Hacı Məmmədov kitab oldu Hüquqşünas Vəkil Şükürovun “Qara kəmər”(sənədli xronika) adlı kitabı çıxıb. Kitabda 1994-2005-ci illərdə Bakı şəhərində mütəşəkkil cinayətkar dəstənin fəalıyyətindən, həmin cinayətkar dəstə üzvlərinin saysız-hesabsız qətl, adam oğurluğu, ayrı-ayrı şəxslərə silahlı basqınlar törətməsindən və onların uzun müddət cəzasız qalmasından bəhs edilir. “Qara kəmər” əməliyyatı Hacı Məmmədovun onillik qara əməllərini aşkara çıxaran əməliyyatdır. Nəql olunan hadisələr cinayət işinin materiallarına, məhkəmənin qanuni qüvvəyə minmiş ittihamedici hökmünə, təqsirləndirilən, zərərçəkən şəxslərin, şahid ifadələrinə və işdə olan digər materiallara əsaslanıb. Qeyd edək ki, Vəkil Şükürov uzun illərdir məhkəmə sistemində çalışıb və bu onun sayca ikinci kitabıdır. “Nurlar” nəşriyyatında çap olunan kitab geniş oxucu kütləsi üçün nəzərdə tutulub. Günel ƏSGƏRZADƏ Oxşar yazılar 13.09.2014 12.09.2014 11.09.2014 10.09.2014 10.09.2014 10.09.2014	353eb9730ea2a53948561b70a1cdbe31
			"Həsən əl-Bəsri rəvayət edir: Allaha and olsun ki, Həsən ibn Əli (Allah ondan razı olsun), Müaviyəyə (Allah ondan razı olsun) qarşı dağlar qədər böyük bir batalyona başçılıq edirdi. Amr bin əl-As (Müaviyəyə) xitabən belə dedi: “Mən şübhəsiz elə bir ordu görürəm ki, rəqiblərini öldürməmiş geri qayıdan deyillər”. İki şəxsdən ən xeyirlisi olan Müaviyə ona belə cavab verdi: “Ey Amr! Əgər bunlar onları, onlar da bunları öldürsələr, o zaman mənimlə dövlət işlərini idarə etməyə, öz qadınlarına baxmağa, 
..........
var dövlətimiz var, insanlar isə biri-birini öldürməklə fitnə-fəsad törətməklə məşğuldurlar (onları yalnız pul sakitləşdirir)"". Onlar Həsənə dedilər: “Müaviyə sənə filan və filan şeyi təklif edir, sülhü qəbul etmək üçün sənə müraciət edərək dönə-dönə xahiş edir"". Həsən onlara: “Yaxşı, sizin söylədiyiniz sözlərə görə kim üzərinə məsuliyyət götürür?” Onlar: “Biz buna görə məsuliyyəti öz üzərimizə götürürük.” Beləliklə Həsən nə barədə soruşdusa onlar: “Biz buna görə cavabdehliyi öz üzərimizə götürü"	f93121d43037e9540f7aff341c465ae7
			Kənafkimilər Çətənəkimilər və ya kənafkimilər (lat. Cannabaceae) - gülçiçəklilər sırasına aid bitki fəsiləsi.[1] Əsasən, mülayim iqlimli rayonlarda yayılmış bir və ya ikievli otlardır. Erkək çiçəkləri süpürgə, dişi çiçəkləri isə başcıq və ya qozayabənzər çiçək qrupunda yerləşir. 3—4 növü əhatə edən 2 cinsi (kənaf və mayaotu) var. Cinsləri[redaktə] - Aphananthe Planch. - Cannabis L. — Kənaf - Celtis L. — Dağdağan ? - Chaetacme Planch. - Gironniera Gaudich. - Humulus L. — Mayaotu - Lozanella Greenm. - Parasponia Miq. - Pteroceltis Maxim. - Trema Lour. Mənbə[redaktə] - ↑ Elşad Qurbanov. Ali bitkilərin sistematikası, Bakı, 2009.	a77d3fc2b29aaf4a49494123a9565e52
			"Səltənət qüruru Əbdül Məlik ibn Mərvan (Əməvilərin beşinci xəlifəsi) xəlifəlikdən öncə məsciddə oturub daim Quran və dua oxumaqla məşğul olardı. O, məsciddə o qədər oturardı ki, ona ""həmmamətul-məscid"" (yəni ""məscid göyərçini"") deyərdilər. Bir gün məsciddə Quran oxuduğu halda xəlifə atasının ölüm xəbərini ona çatdırırlar. Artıq Əbdül Məlik xəlifə olmuşdu. Bu zaman o, Quranı büküb əlinə aldı və ona belə xitab etdi: ""Xudahafiz! Artıq sən ilə mənim aramda ayrılıq zamanı gəlib çatdı"". Əbdül Məlik ço
..........
t İlahi əxlaqla zinətlənə bilər ki, Allahın göndərdiyi bu həyat proqramına əməl etsin. Onun bütün göstərişlərini yerinə yetirsin. Bu tabeçilik ömrü boyu davam etməlidir. Sanki insan hidayətin ipindən yapışmış kimidir. Onu nə vaxt buraxsa, məhv olar, qürur onu uçuruma endirər. Vəzifə və mənsəbindən asılı olmayaraq, hamı Quranın kölgəsi altında olmalı, ondan ayrılmamalıdır. Çünki bu kölgə Allah kölgəsidir. Quran sənin əlində yanar bir məşəldir. Onu tərk etsən, özünü zülmətlərin qoynunda azmış bil."	bb8951ae8b1cbaaed582303d0c186af7
			"Bərəkətli Hilal Bərəkətli Hilal(İngiliscə:Fertile Crescent ),Orta Şərqdə, Qərb və Orta Şərq sivilizasiyalarının doğulduğu bölgədir.Termini ilk dəfə ABŞli şərqşünas və arxeoloq Ceymz Henri Breasted istifadə etmişdir.[1]. Bərəkətli Hilal, qışları yağışlı, yayları quraq keçən Aralıq dənizi iqliminin suveren olduğu, aypara formasında, olduqca bitək bir sahədən ibarətdir.Cənubda Ərəbistanı çölü ilə şimalda Şərqi Anadolu dağlıq bölgəsi arasında yer alır.Köhnə Babil torpaqları ilə dərhal yaxınındakı El
..........
a qədər olan torpaqları əhatə edir.Misirin Nil vadisini də bu bölgə içinə soxanlar vardır; çünkü buradakı Sina çölü, Mesopotamiya və Suriyada davamlılığı pozan digər çöllərdən daha böyük deyildir.Bölgədə yaxşı məhsul ala bilmək, hətta əkinçilik edə bilmək üçün suvarma zəruridir. [redaktə] İstinadlar - ↑ Columbia Encyclopedia. Columbia University Press. 2008. http://education.yahoo.com/reference/encyclopedia/entry/FertileC. Retrieved 2008-09-23. [redaktə] Qaynaqlar [redaktə] Xarici keçidlər - Anc"	9eeaf412cfc94f2460edbb13240f99d6
			"Makiyajdan öncə bunlara əməl edin üzrə nəticələr (10): Hər kəs sevgidə özünün mükəmməl bir sevgili olğunu fikirləşə bilər. Ama bu fikirlərin əksi qarşı tərəfdə olsa necə? Belə hallara əvvəlcədən hazır olub özünü düzəldə bilmək daha yaxşı olardı, elə deyilmi? Aşağıdakı suallar səmimi cavab verməklə sevgidə necə biri olduğunuzu öyrənin..Ama diqqət Ardın oxu » Hər kəs sevgidə özünün mükəmməl bir sevgili olğunu fikirləşə bilər. Ama bu fikirlərin əksi qarşı tərəfdə olsa necə? Belə hallara əvvəlcədən 
..........
inə danışsa,bu sizi əsəbləşdirə bilərmi? Ardın oxu » Əvvəlcə kağız, qələm hazırlayın və 1-dən 10-a kimi rəqəmləri alt-alta sıralayın. 1. 1 rəqəminin qarşısına ürəyinizdən keçən bir rəqəm yazın 2. 2 və 6-nnı yanında əks cinsdən olan iki adamın adını yazın 3. 3,4,5 rəqəmlərinin qarşısına sizə yaxın olan adamların (dost.. Ardın oxu » 1. Hansı idman növündən xoşunuz gəlir? a) Futbol-3 b) Suya tullanma-2 c) Qaydasız döyüş-1 2. Ən çox sevdiyiniz film? a) Nəsimi-1 b) Görüş-2 c) Uşaqlığın son gecəsi-3 3"	41e76d4ada578719aa39cc0ca4b99d51
			Araz Araz — Türkiyə, İran, Azərbaycan və Ermənistan arasından axan çaydır. Çay öz mənbəyini Türkiyə ərazisindəki (Bingöl massivi) Ərzurum dağlarından götürür. Azərbaycan Respublikası və Güney Azərbaycan ərazilərindən keçərək, Azərbaycanın Sabirabad rayonunun Suqovuşan kəndi ərazisində Kür çayı ilə birləşib Xəzər dənizinə tökülür. Bu çay iki Azərbaycanı - Cənubi Azərbaycan ilə Şimali - Azərbaycan Respublikasını bir-birindən ayıran çay olaraq, hər iki tərəfin mahnılarında yad olunur. Bu məqalənin azərbaycan dili əlifbasının ərəb qrafikası ilə qarşılığı vardır. Bax: آراز İstinadlar[redaktə]	2e59c62e3e543258658e708f9d59949e
